,series,right,title,cover,metadata
0,The X-Men,([March] 1984),The Uncanny X-Men,./covers/The Uncanny X-Men.jpg,"{'pencils': 'Bill Sienkiewicz (painting, signed)', 'inks': 'Bill Sienkiewicz (painting, signed)', 'colors': 'Bill Sienkiewicz (painting, signed)', 'genre': 'superhero', 'characters': 'the X-Men [Colossus; Cyclops; Kitty Pryde; Nightcrawler; Phoenix [Jean Grey]; Professor X; Storm; Wolverine]'}"
0,X-Men,(October 2012),X-Men #34,./covers/X-Men #34.jpg,"{'pencils': 'Jorge Molina', 'inks': 'Jorge Molina', 'colors': 'Jorge Molina?', 'genre': 'superhero'}"
0,X-Men,(February 2011),X-Men #6,./covers/X-Men #6.jpg,"{'pencils': 'Adi Granov (painted)', 'inks': 'Adi Granov (painted)', 'colors': 'Adi Granov (painted)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Dracula; Cyclops', 'reprints': 'in  Humo presenteert (Humo, 2013 series) #8 - X-Men: Vloek van de mutanten (2014)'}"
0,X-Men,(September 2004),X-Men #159,./covers/X-Men #159.jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca', 'colors': 'Liquid Graphics (signed)', 'genre': 'superhero', 'characters': 'Wolverine; Havok'}"
0,X-Men,(September 2005),X-Men #173,./covers/X-Men #173.jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca', 'colors': 'Liquid! (signed)', 'genre': 'superhero', 'characters': 'Gambit; Rogue', 'reprints': 'in  X-Men: Bizarre Love Triangle (Marvel, 2005 series)  ([October] 2005)'}"
0,X-Men,(May 1979),The X-Men #121,./covers/The X-Men #121.jpg,"{'pencils': 'Dave Cockrum (signed)', 'inks': 'Terry Austin (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'Cyclops; Storm; Colossus; Vindicator; Snowbird; Sasquatch', 'reprints': 'in  Prosjekt X (Semic, 1984 series) #1/1985 (uke 2 1985)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #6 (May 1988)  in  Classic X-Men (Marvel, 1986 series) #27 (November 1988)  in  El Asombroso Hombre Araña Presenta (Novedades, 1988 series) #89 (Diciembre 28 de 1989)  in  Marvel Special (Marvel Italia, 1994 series) #9 (Dicembre 1996)  in  X-Men: Alpha Flight (Marvel, 2011 series)  (2011)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #1 - Segunda Génesis (Abril 2011)  in  Marvel Héroes (Panini España, 2012 series) #56 - Alpha Flight de John Byrne (Septiembre 2014)  in  X:en (Semic, 1984 series) #3/1984  in  Ryhmä-X (Semic, 1984 series) #3/1984  in  Essential X-Men (Marvel, 1996 series) #2'}"
0,nan,(January 2012),X-Men #21,./covers/X-Men #21.jpg,{}
0,X-Men,(March 2014),X-Men #9,./covers/X-Men #9.jpg,"{'pencils': 'Terry Dodson (signed)', 'inks': 'Rachel Dodson (signed)', 'colors': 'Terry Dodson (signed)', 'genre': 'superhero', 'characters': 'Psylocke; Sisterhood [Typhoid Mary; Lady Deathstrike; Amora the Enchantress]'}"
0,X-Men,(December 2013),X-Men #6,./covers/X-Men #6.jpg,"{'pencils': 'Ed McGuinness', 'inks': 'Ed McGuinness', 'colors': 'Marte Gracia', 'letters': '?', 'genre': 'superhero'}"
0,X-Men,(February 2015),X-Men #22,./covers/X-Men #22.jpg,"{'pencils': 'Terry Dodson (signed)', 'inks': 'Rachel Dodson (signed)', 'colors': 'Terry Dodson (signed)', 'genre': 'superhero', 'characters': 'Storm; Rachel Grey; Psylocke; Jubilee; Monet; Agent Brand; Deathbird'}"
0,X-Men,(March 2011),X-Men #7,./covers/X-Men #7.jpg,"{'pencils': 'Terry Dodson', 'inks': 'Rachel Dodson', 'colors': '?', 'genre': 'superhero'}"
0,X-Men,(September 1963),The X-Men #1,./covers/The X-Men #1.jpg,"{'pencils': 'Jack Kirby', 'inks': 'Sol Brodsky; Frank Giacoia', 'colors': 'Stan Goldberg', 'letters': 'Art Simek', 'genre': 'superhero', 'characters': 'The X-Men [Professor X; The Angel; The Beast; Cyclops; Marvel Girl [Jean Grey]; Iceman]; Magneto', 'reprints': 'in  Los Hombres X (Editora de Periódicos La Prensa S.C.L., 1966 series) #1 (31 de enero de 1966)  in  Marvel Super-Heroes (Marvel, 1967 series) #22 (September 1969)  in  Strange (Editions Lug, 1970 series) #45 (5 septembre 1973) [N&B/B&W]  in  The Mighty World of Marvel (Marvel UK, 1972 series) #50 (September 15, 1973) [used as first page of reprinted story]  in  Son of Origins of Marvel Comics (Simon and Schuster, 1975 series)  (1975)  in  Amazing Adventures (Marvel, 1979 series) #1 [Direct Edition] (December 1979)which is reprinted  in  Marvel Firsts: The 1970s (Marvel, 2011 series) #3 (2012)  in  Strange Spécial Origines (Editions Lug, 1981 series) #175 (5 juillet 1984)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #1 (May 1987)  in  Marvel Masterworks (Marvel, 1987 series) #3 ([November] 1987), #3 ([November] 1987)  in  Marvel Milestone Edition: X-Men #1 (Marvel, 1991 series)  [Direct Edition] (1991)  in  Marvel Milestone Edition: The X-Men (Marvel, 1993 series) #1 (1993)  in  Uncanny X-Men Masterworks (Marvel, 1993 series) #1 (February 1993), #1 (February 1993)  in  X-Men Ashcan (Marvel, 1994 series)  (1994) [interior art page]  in  Classic X-Men (Planeta DeAgostini, 1994 series) #1 (Marzo 1994)  in  Son of Origins of Marvel Comics Revised Edition (Marvel, 1997 series)  (November 1997)  in  Marvel Masterworks: The X-Men (Marvel, 1998 series) #[1] (December 1998)  in  Essential Uncanny X-Men (Marvel, 1999 series) #1 (September 1999) [black & white reprint]  in  The 100 Greatest Marvels of All Time (Marvel, 2001 series) #5 (December 2001)  in  Marvel Masterworks: The X-Men (Marvel, 2002 series) #1 (April 2002)  in  Marvel Mini Comic Book X-Men #1 (Marvel, 2003 series) #[nn] (2003)  in  X-Men: Children of the Atom (Marvel, 2005 series)  (2005)  in  Target X-Men Classic (Marvel, 2006 series)  (2006)  in  Custom: Deal - Fox Home Entertainment (X-3 Stan Lee Comic) (Marvel, 2006 series) #1 (September 2006)  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009), #1 ([April] 2009)  in  The Ultimate Graphic Novels Collection - Classic (Hachette Partworks, 2014 series) #1 - Marvel Origins: The 60s (January 2014)  in  X-Men Epic Collection (Marvel, 2014 series) #1 - Children of the Atom ([January] 2015)  in  Amazing Fantastic Incredible: A Marvelous Memoir (Simon and Schuster, 2015 series)  (October 2015)  in  Marvel Gold. La Patrulla-X Original (Panini España, 2016 series) #1 (Febrero 2016)  in  The X-Men with the Avengers (Newton Comics, 1975 series) #1  in  The X-Men (Yaffa / Page, 1978 series) #1  in  Star Heroes Pocket Book (Marvel UK, 1980 series) #10  in  Die X-Men (Panini Deutschland, 1999 series) #1'}"
0,X-Men,(May 1964),The X-Men #5,./covers/The X-Men #5.jpg,"{'pencils': 'Jack Kirby', 'inks': 'Paul Reinman; Marie Severin (Angel alterations)', 'colors': 'Stan Goldberg', 'letters': 'Artie Simek', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Marvel Girl [Jean Grey]; Angel; Iceman; Beast]; Brotherhood of Evil Mutants [Magneto; Toad; Quicksilver; Scarlet Witch; Mastermind]', 'reprints': 'in  Fantastic! (IPC, 1967 series) #8 (8 April 1967)  in  Amazing Adventures (Marvel, 1979 series) #10 (September 1980)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #1 (May 1987)  in  Marvel Masterworks (Marvel, 1987 series) #3 ([November] 1987)  in  Uncanny X-Men Masterworks (Marvel, 1993 series) #1 (February 1993)  in  Classic X-Men (Planeta DeAgostini, 1994 series) #3 (Julio 1994)  in  Marvel Masterworks: The X-Men (Marvel, 1998 series) #[1] (December 1998)  in  Essential Uncanny X-Men (Marvel, 1999 series) #1 (September 1999)  in  Marvel Masterworks: The X-Men (Marvel, 2002 series) #1 (April 2002)  in  X-Men No. 5 [Marvel Legends Reprint] (Marvel, 2005 series)  (May 2005) [cover]  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009)  in  X-Men Epic Collection (Marvel, 2014 series) #1 - Children of the Atom ([January] 2015)  in  The X-Men (Newton Comics, 1976 series) #4'}"
0,X-Men,(July 1964),The X-Men #6,./covers/The X-Men #6.jpg,"{'pencils': 'Jack Kirby', 'inks': 'Chic Stone', 'colors': 'Stan Goldberg', 'letters': 'Artie Simek', 'genre': 'superhero', 'characters': 'The X-Men [Professor X; Cyclops; Marvel Girl [Jean Grey]; Angel; Iceman; Beast]; The Brotherhood of Evil Mutants [Mastermind; Magneto; Toad; Quicksilver; Scarlet Witch]; Namor, the Sub-Mariner', 'reprints': 'in  Marvel Super-Heroes (Marvel, 1967 series) #25 (March 1970)which is reprinted  in  The Incredible Hulk Omnibus (Marvel, 2008 series) #1 ([May] 2008) [1/4 page]  in  Daredevil Omnibus (Marvel, 2017 series) #1 ([February] 2017) [1/4 page]  in  Strange (Editions Lug, 1970 series) #5 (5 mai 1970)  in  Amazing Adventures (Marvel, 1979 series) #12 (November 1980)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #1 (May 1987)  in  Marvel Masterworks (Marvel, 1987 series) #3 ([November] 1987)  in  Classic X-Men (Planeta DeAgostini, 1994 series) #3 (Julio 1994)  in  X-Men: The Early Years (Marvel, 1994 series) #6 (October 1994)  in  Marvel Masterworks: The X-Men (Marvel, 1998 series) #[1] (December 1998)  in  Essential Uncanny X-Men (Marvel, 1999 series) #1 (September 1999)  in  Marvel Masterworks: The X-Men (Marvel, 2002 series) #1 (April 2002)  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009)  in  X-Men Epic Collection (Marvel, 2014 series) #1 - Children of the Atom ([January] 2015)  in  The X-Men (Yaffa / Page, 1978 series) #2'}"
0,Dark X-Men,([May] 2010),Dark X-Men,./covers/Dark X-Men.jpg,"{'pencils': 'Simone Bianchi (signed)', 'inks': 'Simone Bianchi (signed)', 'colors': 'Simone Peruzzi [as SP]', 'genre': 'superhero', 'characters': 'Dark X-Men [Mystique; Dark Beast; Omega; Mimic]', 'reprints': 'from  Dark X-Men (Marvel, 2010 series) #1 (January 2010)'}"
0,X-Men,(May 2007),X-Men #197,./covers/X-Men #197.jpg,"{'pencils': 'Chris Bachalo (signed)', 'inks': 'Tim Townsend (signed)', 'colors': ""Antonio Fabela [as Studio F's Antonio Fabela]"", 'genre': 'superhero', 'characters': 'The X-Men [Rogue [Anna Marie]; Iceman [Bobby Drake]; Cannonball [Sam Guthrie]; Sabretooth [Victor Creed]]'}"
0,nan,(May 2010),X-Men: Psylocke,nan,{}
0,X-Men,(December 2013),X-Men #6,./covers/X-Men #6.jpg,"{'pencils': 'Ed McGuinness', 'inks': 'Ed McGuinness', 'colors': 'Marte Gracia', 'letters': '?', 'genre': 'superhero'}"
0,X-Men,(November 1964),The X-Men #8,./covers/The X-Men #8.jpg,"{'script': 'Stan Lee', 'pencils': 'Jack Kirby', 'inks': 'Chic Stone', 'colors': 'Stan Goldberg', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'The X-Men [Angel [Warren Worthington III]; Cyclops [Scott Summers]; Beast [Hank McCoy]; Marvel Girl [Jean Grey]; Iceman [Bobby Drake]]; Unus [Gunther Bain]', 'reprints': 'in  Fantastic! (IPC, 1967 series) #14 (20 May 1967) [cover]  in  Amazing Adventures (Marvel, 1979 series) #14 (January 1981)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #1 (May 1987)  in  Marvel Masterworks (Marvel, 1987 series) #3 ([November] 1987)  in  X-Men: The Early Years (Marvel, 1994 series) #8 (December 1994)  in  Marvel Masterworks: The X-Men (Marvel, 1998 series) #[1] (December 1998)  in  Essential Uncanny X-Men (Marvel, 1999 series) #1 (September 1999)  in  Marvel Masterworks: The X-Men (Marvel, 2002 series) #1 (April 2002)  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009)  in  X-Men Epic Collection (Marvel, 2014 series) #1 - Children of the Atom ([January] 2015)'}"
0,X-Men,(February 2001),X-Men #109,./covers/X-Men #109.jpg,"{'pencils': 'Leinil Francis Yu', 'inks': 'Mark Morales (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Rogue; Psylocke; Wolverine; Storm; Colossus Gambit]'}"
0,X-Men,(November 2006),X-Men #191,./covers/X-Men #191.jpg,"{'pencils': 'Chris Bachalo', 'inks': 'Chris Bachalo', 'colors': 'Christina Strain', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cable; Rogue; Cannonball; Mystique; Sabretooth; Iceman; Sarafina'}"
0,X-Men,(December 1976),The X-Men #102,./covers/The X-Men #102.jpg,"{'pencils': 'Dave Cockrum (signed)', 'inks': 'Dave Cockrum (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'X-Men [Storm; Colossus; Nightcrawler]; Juggernaut', 'reprints': ""in  Classic X-Men (Marvel, 1986 series) #10 (June 1987) [cover]  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #5 (March 1988)  in  El Asombroso Hombre Araña Presenta (Novedades, 1988 series) #51 (Abril 6 de 1989)  in  Marvel Masterworks (Marvel, 1987 series) #12 ([August] 1990)  in  L'Uomo Ragno (Edizioni Star Comics, 1987 series) #74 (30 Giugno 1991)  in  Essential X-Men (Marvel, 1996 series) #1 (1996)  in  X-Men : l'intégrale (Panini France, 2003 series) #1975-1976 (décembre 2003)  in  Marvel Masterworks: The Uncanny X-Men - Barnes & Noble Edition (Marvel, 2003 series) #2 (2004)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #1 - Segunda Génesis (Abril 2011)""}"
0,X-Men,(April 1977),The X-Men #104,./covers/The X-Men #104.jpg,"{'pencils': 'Dave Cockrum (signed)', 'inks': 'Dave Cockrum (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Storm; Wolverine; Colossus; Nightcrawler]; Magneto', 'reprints': 'in  X-Men (Federal, 1984 series) #4 (1985)  in  Classic X-Men (Marvel, 1986 series) #12 (August 1987)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #5 (March 1988)  in  El Asombroso Hombre Araña Presenta (Novedades, 1988 series) #55 (Mayo 4 de 1989)  in  Marvel Masterworks (Marvel, 1987 series) #12 ([August] 1990)  in  Essential X-Men (Marvel, 1996 series) #1 (1996)  in  X-Men Classic (Marvel Italia, 1995 series) #4 (Gennaio 1996)  in  Magneto Ascendant (Marvel, 1999 series) #1 (April 1999)  in  Marvel Masterworks: The Uncanny X-Men - Barnes & Noble Edition (Marvel, 2003 series) #2 (2004)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #1 - Segunda Génesis (Abril 2011)'}"
0,nan,(October 2011),X-Men #16,./covers/X-Men #16.jpg,{}
0,nan,(January 2012),X-Men #20,./covers/X-Men #20.jpg,{}
0,X-Men,(March 1968),The X-Men #42,./covers/The X-Men #42.jpg,"{'script': '?', 'pencils': 'John Buscema; John Verpoorten  (alterations)', 'inks': 'John Buscema; John Verpoorten (alterations)', 'colors': 'Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Angel; Beast; Cyclops; Iceman; Marvel Girl]; Changeling', 'reprints': 'in  The X-Men (Marvel, 1963 series) #90 (October 1974)which is reprinted  in  Marvel Special (Marvel Italia, 1994 series) #15 (Dicembre 1998)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #8 ([March] 2010)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #2 (July 1987)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #4 ([October] 2004)  in  Essential Classic X-Men (Marvel, 2006 series) #2 (2006)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)  in  HIP Comics (Classics/Williams, 1966 series) #19103'}"
0,X-Men,(July 1968),The X-Men #46,./covers/The X-Men #46.jpg,"{'pencils': 'Don Heck', 'inks': 'John Tartaglione', 'colors': 'Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Marvel Girl; Angel; Iceman; Beast]; Juggernaut', 'reprints': 'in  Los Hombres X (Editora de Periódicos La Prensa S.C.L., 1966 series) #44 (Agosto 31 de 1969)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #2 (July 1987)  in  Essential Classic X-Men (Marvel, 2006 series) #2 (2006)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)'}"
0,X-Men,(December 1966),The X-Men #27,./covers/The X-Men #27.jpg,"{'pencils': 'Werner Roth', 'inks': 'Dick Ayers', 'colors': 'Stan Goldberg; Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'The X-Men [Beast; Marvel Girl; Iceman; Cyclops]; the Mimic', 'reprints': 'in  HIP Comics (Classics/Williams, 1966 series) #1939 (1968)  in  Fantastic! (IPC, 1967 series) #50 (27 January 1968)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #2 (July 1987)  in  Marvel Masterworks: The X-Men (Marvel, 1998 series) #[3] (January 2002)  in  Essential Classic X-Men (Marvel, 2006 series) #2 (2006)  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009)'}"
0,X-Men,(January 1967),The X-Men #28,./covers/The X-Men #28.jpg,"{'pencils': 'Werner Roth', 'inks': 'John Tartaglione', 'colors': 'Stan Goldberg; Marie Severin', 'letters': 'Sam Rosen (top caption); Morrie Kuramoto (bottom caption)', 'genre': 'superhero', 'characters': 'The X-Men [Cyclops; Marvel Girl; Beast; Iceman]; the Mimic; Banshee', 'reprints': 'in  HIP Comics (Classics/Williams, 1966 series) #1947 (1968)  in  Fantastic! (IPC, 1967 series) #53 (17 February 1968)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #2 (July 1987)  in  Marvel Milestone Edition: X-Men #28 (Marvel, 1994 series) #[nn] (November 1994)  in  Marvel Masterworks: The X-Men (Marvel, 1998 series) #[3] (January 2002), #[3] (January 2002) [cover]  in  Essential Classic X-Men (Marvel, 2006 series) #2 (2006)  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009)'}"
0,X-Men,(April 1966),The X-Men #19,./covers/The X-Men #19.jpg,"{'pencils': 'Werner Roth; Marie Severin (alterations)', 'inks': 'Dick Ayers; Marie Severin (alterations)', 'colors': 'Stan Goldberg', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Marvel Girl [Jean Grey]; Angel; Beast; Iceman]; Mimic', 'reprints': 'in  HIP Comics (Classics/Williams, 1966 series) #1924 (1967)  in  Fantastic! (IPC, 1967 series) #37 (28 October 1967)  in  The X-Men Here Comes... Daredevil The Mighty Thor (Newton Comics, 1975 series)  ([1975])  in  The X-Men (Yaffa / Page, 1978 series) #7 (1979)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #1 (May 1987)  in  Marvel Masterworks (Marvel, 1987 series) #7 ([Novenber] 1988)  in  Essential Uncanny X-Men (Marvel, 1999 series) #1 (September 1999)  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009)  in  X-Men Epic Collection (Marvel, 2014 series) #1 - Children of the Atom ([January] 2015)'}"
0,X-Men,(May 1966),The X-Men #20,./covers/The X-Men #20.jpg,"{'pencils': 'Werner Roth', 'inks': 'Dick Ayers', 'colors': 'Stan Goldberg; Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'The X-Men [Professor X; Cyclops; Marvel Girl; Angel; Beast; Iceman]; Lucifer; The Blob; Unus', 'reprints': 'in  Fantastic! (IPC, 1967 series) #38 (4 November 1967) [original title ""I Lucifer""]  in  The X-Men (Marvel, 1963 series) #71 (August 1971)which is reprinted  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #7 ([October] 2008)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #1 (May 1987)  in  Marvel Masterworks (Marvel, 1987 series) #7 ([Novenber] 1988)  in  Essential Uncanny X-Men (Marvel, 1999 series) #1 (September 1999)  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009)  in  X-Men Epic Collection (Marvel, 2014 series) #1 - Children of the Atom ([January] 2015)  in  X-Mannen Classics (Classics/Williams, 1971 series) #20'}"
0,X-Men,(November 1969),The X-Men #62,./covers/The X-Men #62.jpg,"{'pencils': 'Neal Adams', 'inks': 'Tom Palmer', 'colors': 'Neal Adams', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Marvel Girl;Iceman; Beast]; Ka-Zar; Zabu', 'reprints': ""in  X-Men Collector's Edition (Marvel UK, 1981 series) #[2] ([1982]), #[2] ([1982])  in  X-Men Classics Starring the X-Men (Marvel, 1983 series) #3 (February 1984)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #3 (September 1987)  in  X-Men #62 [JC Penney Marvel Vintage Pack] (Marvel, 1994 series)  ([1994])  in  X-Men: Visionaries 2: The Neal Adams Collection (Marvel, 1996 series)  (1996)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #6 ([April] 2006)  in  Essential Classic X-Men (Marvel, 2006 series) #3 (2009)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)""}"
0,X-Men,(September 2012),X-Men #32,./covers/X-Men #32.jpg,"{'pencils': 'Jorge Molina', 'inks': 'Jorge Molina', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men; Pixie; Storm; Psylocke; Colossus'}"
0,X-Men,(March 2007),X-Men #195,./covers/X-Men #195.jpg,"{'pencils': 'Humberto Ramos (signed)', 'inks': '?', 'colors': ""Edgar Delgado [as Studo F's Edgar Delgado] (signed)"", 'genre': 'superhero', 'characters': 'Rogue [Anna Marie]; Pan [Richard Palance]'}"
0,X-Men,,X-Men #3,./covers/X-Men #3.jpg,"{'pencils': 'Marko Djurdjevic', 'inks': 'Marko Djurdjevic', 'colors': 'Marko Djurdjevic', 'genre': 'superhero', 'characters': 'X-Men [Cannonball [Sam Guthrie]; Colossus [Piotr Rasputin]; Cyclops [Scott Summers]; Gambit [Remy LeBeau]; Iceman [Bobby Drake]; Phoenix [Jean Grey]; Professor X [Charles Xavier]; Storm [Ororo Munroe]; White Queen [Emma Frost]]', 'reprints': 'in  Humo presenteert (Humo, 2013 series) #8 - X-Men: Vloek van de mutanten (2014)'}"
0,X-Men,(March 1994),X-Men #30,./covers/X-Men #30.jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Matt Ryan [as Matthew Ryan] (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Cyclops; Jean Grey; Storm; Havok; Professor X; Artie; Leech; Jubilee; Rogue; Gambit; Beast; Psylocke; Archangel; Bishop; Cable; Domino; Cannonball; Boomer; Warpath; Rictor; Feral; Guido; Nightcrawler; Fabian Nicieza; Andy Kubert; Matt Ryan', 'reprints': 'in  X-Men Ashcan Edition (Marvel, 1994 series)  (1994) [cover]'}"
0,X-Men,(January 2015),X-Men #21,./covers/X-Men #21.jpg,"{'pencils': 'Terry Dodson (signed)', 'inks': 'Rachel Dodson (signed)', 'colors': 'Terry Dodson (signed)', 'genre': 'superhero'}"
0,X-Men,(December 2014),X-Men #20,./covers/X-Men #20.jpg,"{'pencils': 'Terry Dodson (signed)', 'inks': 'Rachel Dodson (signed)', 'colors': 'Terry Dodson (signed)', 'genre': 'superhero'}"
0,X-Men,(April 2014),X-Men #11,./covers/X-Men #11.jpg,"{'pencils': 'Terry Dodson [as Dodsons] (signed)', 'inks': 'Rachel Dodson [as Dodsons] (signed)', 'colors': 'Terry Dodson [as Dodsons] (signed)', 'genre': 'superhero', 'characters': 'The Sisterhood [Typhoid Mary; Amora the Enchantress; Lady Deathstrike; Selene; Madelyne Pryor]'}"
